education,experience,ethnicity,smsa,region,parttime,wage
14,8.0,cauc,no,northeast,no,356.13
16,17.0,cauc,no,northeast,no,641.03
16,8.0,cauc,no,northeast,no,2374.15
15,17.0,cauc,no,northeast,no,216.05
18,2.0,cauc,no,northeast,no,1020.29
16,3.0,cauc,no,northeast,no,261.16
18,14.0,cauc,no,northeast,no,712.25
10,26.0,cauc,no,northeast,no,522.32
16,37.0,cauc,no,northeast,no,546.06
18,16.0,cauc,no,northeast,no,617.28
11,15.0,cauc,no,northeast,no,474.83
18,21.0,cauc,no,northeast,no,498.58
14,4.0,cauc,no,northeast,no,498.58
14,2.0,cauc,no,northeast,no,439.22
12,31.0,cauc,no,northeast,no,498.58
12,6.0,cauc,no,northeast,no,308.64
12,4.0,cauc,no,northeast,no,474.83
14,6.0,cauc,yes,northeast,no,498.58
14,5.0,cauc,yes,northeast,no,498.58
18,10.0,cauc,yes,northeast,no,432.1
16,32.0,cauc,yes,northeast,no,1495.73
14,2.0,cauc,yes,northeast,no,302.34
17,4.0,cauc,yes,northeast,yes,205.76
18,2.0,cauc,yes,northeast,no,1152.8
12,5.0,cauc,yes,northeast,no,1068.38
12,15.0,cauc,no,northeast,no,395.47
12,8.0,cauc,no,northeast,no,345.68
17,32.0,cauc,no,northeast,no,1044.63
12,15.0,cauc,no,northeast,no,427.35
18,26.0,cauc,no,northeast,no,648.72
18,23.0,cauc,no,northeast,no,444.44
15,9.0,cauc,no,northeast,yes,261.16
9,43.0,cauc,no,northeast,no,569.8
10,31.0,cauc,no,northeast,no,403.61
12,28.0,cauc,no,northeast,no,356.13
12,5.0,cauc,no,northeast,no,244.94
12,6.0,cauc,no,northeast,no,237.42
12,27.0,cauc,no,northeast,no,545.47
12,18.0,cauc,no,northeast,no,284.9
12,15.0,cauc,no,northeast,no,617.28
18,11.0,cauc,no,northeast,no,914.06
18,10.0,cauc,no,northeast,no,356.13
12,11.0,cauc,no,northeast,no,712.25
12,12.0,cauc,no,northeast,no,712.25
9,32.0,cauc,no,northeast,no,664.77
16,9.0,cauc,no,northeast,no,997.15
16,15.0,cauc,no,northeast,no,281.8
7,27.0,cauc,no,northeast,no,346.21
12,10.0,cauc,no,northeast,no,356.13
12,29.0,cauc,no,northeast,no,213.68
7,38.0,cauc,yes,northeast,no,403.61
16,3.0,cauc,yes,northeast,no,712.25
15,33.0,cauc,yes,northeast,no,646.33
12,23.0,cauc,yes,northeast,no,546.06
11,4.0,cauc,yes,northeast,no,462.96
11,20.0,cauc,yes,northeast,no,186.89
10,42.0,cauc,yes,northeast,no,284.9
12,11.0,cauc,yes,northeast,no,543.54
14,21.0,cauc,no,northeast,no,213.24
12,3.0,cauc,no,northeast,no,617.28
10,47.0,cauc,no,northeast,yes,54.87
12,27.0,cauc,no,northeast,no,2541.76
14,39.0,cauc,no,northeast,yes,146.34
12,22.0,cauc,yes,northeast,no,652.9
16,6.0,cauc,yes,northeast,yes,216.05
12,7.0,cauc,yes,northeast,no,593.54
12,12.0,cauc,yes,northeast,no,664.77
14,12.0,cauc,yes,northeast,no,914.06
10,44.0,cauc,no,northeast,no,641.03
12,4.0,cauc,no,northeast,no,308.64
9,48.0,cauc,no,northeast,yes,157.42
12,42.0,cauc,no,northeast,no,515.33
11,6.0,cauc,no,northeast,no,474.68
14,21.0,cauc,no,northeast,no,2184.24
8,24.0,cauc,no,northeast,no,252.3
16,13.0,cauc,no,northeast,no,379.87
18,28.0,cauc,no,northeast,no,709.22
14,14.0,cauc,no,northeast,yes,59.35
16,33.0,cauc,no,northeast,no,759.73
13,0.0,cauc,no,northeast,yes,194.44
18,28.0,cauc,no,northeast,no,474.83
16,38.0,cauc,no,northeast,no,555.56
16,30.0,cauc,no,northeast,no,830.96
15,0.0,cauc,no,northeast,no,569.8
18,43.0,cauc,no,northeast,no,1187.08
10,37.0,cauc,no,northeast,no,339.27
14,7.0,cauc,no,northeast,yes,182.72
16,0.0,cauc,no,northeast,yes,190.8
12,8.0,cauc,yes,northeast,no,498.58
9,12.0,cauc,yes,northeast,no,200.83
12,14.0,cauc,yes,northeast,no,320.22
12,5.0,cauc,yes,northeast,no,278.42
16,0.0,cauc,yes,northeast,no,493.83
16,4.0,cauc,yes,northeast,yes,534.19
18,4.0,cauc,yes,northeast,no,705.13
16,19.0,cauc,yes,northeast,no,1115.86
14,20.0,cauc,no,northeast,no,764.48
12,19.0,cauc,no,northeast,no,427.35
2,24.0,cauc,no,northeast,no,436.25
18,21.0,cauc,no,northeast,no,237.42
12,30.0,cauc,no,northeast,no,737.93
12,18.0,cauc,no,northeast,no,949.67
12,4.0,cauc,no,northeast,no,320.13
12,15.0,afam,no,northeast,no,339.51
12,11.0,cauc,no,northeast,no,534.19
14,39.0,cauc,no,northeast,no,569.8
16,14.0,cauc,no,northeast,no,332.38
14,10.0,cauc,no,northeast,no,261.16
12,9.0,cauc,no,northeast,no,379.87
9,10.0,cauc,no,northeast,no,439.22
18,15.0,cauc,no,northeast,no,641.03
16,11.0,cauc,no,northeast,no,379.87
12,24.0,cauc,no,northeast,no,522.32
11,2.0,cauc,no,northeast,no,332.38
12,44.0,cauc,no,northeast,no,332.38
12,1.0,cauc,no,northeast,no,142.45
13,19.0,cauc,no,northeast,no,197.53
13,5.0,cauc,no,northeast,no,332.38
12,38.0,cauc,yes,northeast,no,759.73
13,12.0,cauc,yes,northeast,no,261.16
12,16.0,cauc,no,northeast,no,427.35
12,14.0,cauc,no,northeast,no,330.01
16,24.0,cauc,no,northeast,no,1115.86
17,29.0,cauc,yes,northeast,no,925.93
12,2.0,cauc,yes,northeast,no,320.51
12,28.0,cauc,yes,northeast,no,1139.6
12,1.0,cauc,yes,northeast,yes,165.72
14,22.0,cauc,yes,northeast,no,759.73
14,-1.0,cauc,yes,northeast,yes,192.9
14,0.0,cauc,no,northeast,no,287.04
12,0.0,cauc,no,northeast,no,222.22
11,15.0,cauc,no,northeast,no,617.28
12,19.0,cauc,no,northeast,no,423.17
12,27.0,cauc,no,northeast,no,830.96
12,12.0,cauc,no,northeast,no,415.48
12,8.0,cauc,no,northeast,no,854.7
12,13.0,cauc,no,northeast,no,405.03
13,32.0,cauc,no,northeast,no,676.64
12,10.0,cauc,no,northeast,no,641.03
12,35.0,cauc,no,northeast,no,604.49
8,41.0,cauc,no,northeast,no,593.54
13,21.0,cauc,yes,northeast,no,317.92
17,13.0,cauc,yes,northeast,no,59.35
18,8.0,cauc,yes,northeast,no,759.73
13,-1.0,cauc,yes,northeast,yes,84.0
18,15.0,cauc,no,northeast,no,653.89
13,12.0,cauc,yes,northeast,no,427.35
16,15.0,cauc,yes,northeast,yes,256.41
13,26.0,cauc,yes,northeast,no,712.25
15,-1.0,cauc,yes,northeast,no,396.83
17,19.0,cauc,yes,northeast,no,735.99
13,22.0,cauc,yes,northeast,no,366.26
18,15.0,cauc,yes,northeast,no,2374.15
13,1.0,cauc,no,northeast,no,229.39
15,22.0,cauc,no,northeast,no,883.19
13,46.0,cauc,no,northeast,yes,470.31
12,8.0,cauc,no,northeast,no,902.18
15,4.0,cauc,no,northeast,no,617.28
17,4.0,cauc,no,northeast,no,460.75
18,9.0,cauc,no,northeast,no,474.83
18,3.0,cauc,no,northeast,no,427.35
13,33.0,cauc,no,northeast,no,1022.01
16,13.0,cauc,no,northeast,no,474.83
12,6.0,cauc,no,northeast,no,432.1
11,1.0,cauc,no,northeast,yes,128.6
10,44.0,cauc,no,northeast,no,440.95
16,15.0,cauc,no,northeast,no,619.66
14,5.0,cauc,no,northeast,no,451.09
12,22.0,cauc,no,northeast,no,427.35
12,2.0,cauc,no,northeast,no,498.58
12,11.0,cauc,no,northeast,no,427.35
12,25.0,cauc,no,northeast,no,327.43
14,22.0,cauc,no,northeast,no,474.83
12,24.0,cauc,no,northeast,no,735.99
12,0.0,cauc,no,northeast,yes,57.42
10,2.0,cauc,no,northeast,yes,67.05
12,3.0,cauc,no,northeast,no,97.34
14,34.0,cauc,no,northeast,no,356.13
12,38.0,cauc,no,northeast,no,332.38
15,38.0,cauc,no,northeast,no,932.41
16,13.0,cauc,no,northeast,no,728.87
9,22.0,cauc,no,northeast,no,293.94
12,16.0,cauc,no,northeast,no,498.58
13,20.0,cauc,no,northeast,no,1646.09
14,29.0,cauc,yes,northeast,no,189.93
16,19.0,cauc,yes,northeast,no,628.32
12,22.0,cauc,yes,northeast,no,866.57
12,0.0,cauc,yes,northeast,no,163.58
12,4.0,cauc,yes,northeast,no,189.93
14,10.0,cauc,yes,northeast,no,403.61
12,22.0,cauc,no,northeast,no,433.51
12,12.0,cauc,yes,northeast,no,532.56
12,21.0,cauc,yes,northeast,no,427.35
12,7.0,cauc,yes,northeast,no,700.38
16,25.0,cauc,yes,northeast,no,1353.28
12,7.0,cauc,yes,northeast,no,379.87
18,4.0,cauc,yes,northeast,no,666.67
16,11.0,cauc,yes,northeast,no,664.77
12,26.0,cauc,yes,northeast,no,692.78
18,24.0,cauc,yes,northeast,no,2374.15
16,6.0,cauc,yes,northeast,no,949.67
14,22.0,cauc,yes,northeast,no,1899.34
17,29.0,cauc,yes,northeast,no,1424.5
16,20.0,cauc,yes,northeast,no,1661.92
17,19.0,cauc,yes,northeast,no,1756.89
11,47.0,afam,yes,northeast,no,830.96
18,6.0,cauc,yes,northeast,no,900.21
18,10.0,cauc,yes,northeast,no,949.67
16,1.0,cauc,yes,northeast,no,332.38
7,40.0,cauc,yes,northeast,no,344.25
16,0.0,cauc,yes,northeast,yes,135.8
16,0.0,cauc,yes,northeast,yes,160.49
12,36.0,cauc,yes,northeast,no,277.78
14,29.0,afam,yes,northeast,no,1020.89
12,35.0,afam,yes,northeast,no,1080.25
16,11.0,cauc,yes,northeast,no,830.96
16,42.0,cauc,yes,northeast,no,474.83
18,25.0,cauc,yes,northeast,no,360.08
12,12.0,cauc,yes,northeast,no,1127.21
18,8.0,cauc,yes,northeast,no,807.22
16,15.0,cauc,yes,northeast,no,296.3
17,4.0,cauc,yes,northeast,no,356.13
18,0.0,cauc,yes,northeast,yes,237.42
16,38.0,cauc,yes,northeast,yes,123.46
12,5.0,cauc,yes,northeast,no,261.16
12,28.0,cauc,yes,northeast,no,569.8
18,17.0,cauc,yes,northeast,no,2136.75
18,18.0,cauc,yes,northeast,no,1163.34
16,4.0,cauc,yes,northeast,no,403.61
18,9.0,cauc,yes,northeast,no,2018.04
9,55.0,cauc,yes,northeast,yes,59.35
16,9.0,cauc,yes,northeast,no,902.18
18,6.0,cauc,yes,northeast,no,388.62
16,18.0,cauc,yes,northeast,no,1590.69
16,15.0,cauc,yes,northeast,no,1946.82
12,5.0,cauc,yes,northeast,no,451.09
18,32.0,cauc,yes,northeast,no,949.67
12,23.0,cauc,yes,northeast,yes,524.69
16,14.0,cauc,yes,northeast,no,415.48
8,48.0,cauc,yes,northeast,no,712.25
12,12.0,cauc,yes,northeast,yes,138.57
12,11.0,cauc,yes,northeast,no,359.26
11,11.0,cauc,yes,northeast,no,546.06
12,2.0,cauc,yes,northeast,no,452.67
18,43.0,cauc,yes,northeast,no,168.83
15,15.0,cauc,yes,northeast,no,902.18
18,26.0,cauc,yes,northeast,no,830.96
14,-1.0,cauc,yes,northeast,yes,130.86
13,13.0,cauc,yes,northeast,no,593.54
12,30.0,cauc,yes,northeast,no,462.96
9,33.0,cauc,yes,northeast,no,919.36
14,6.0,cauc,yes,northeast,no,522.32
14,23.0,cauc,yes,northeast,no,997.15
12,33.0,cauc,yes,northeast,no,451.09
16,20.0,cauc,yes,northeast,no,1522.63
12,9.0,cauc,yes,northeast,no,427.35
16,5.0,cauc,yes,northeast,no,740.74
4,32.0,cauc,yes,northeast,no,326.97
12,33.0,cauc,yes,northeast,no,783.48
17,33.0,cauc,yes,northeast,no,522.32
18,9.0,cauc,yes,northeast,no,1543.21
14,8.0,cauc,yes,northeast,no,1044.63
18,15.0,cauc,yes,northeast,no,949.67
10,40.0,cauc,yes,northeast,no,546.06
18,10.0,cauc,yes,northeast,no,1032.76
18,19.0,cauc,yes,northeast,no,997.15
12,28.0,cauc,yes,northeast,no,759.73
12,21.0,cauc,yes,northeast,no,712.25
16,11.0,cauc,yes,northeast,no,1661.92
18,16.0,cauc,yes,northeast,no,1661.92
13,8.0,cauc,yes,northeast,no,830.96
17,7.0,cauc,yes,northeast,no,709.07
10,21.0,cauc,yes,northeast,no,939.35
18,26.0,cauc,yes,northeast,no,759.73
9,50.0,cauc,yes,northeast,no,332.38
16,7.0,cauc,yes,northeast,no,735.99
17,11.0,cauc,yes,northeast,no,474.83
12,12.0,cauc,yes,northeast,no,997.15
12,27.0,cauc,yes,northeast,no,456.79
12,12.0,cauc,yes,northeast,no,356.13
14,29.0,cauc,yes,northeast,no,1139.6
15,-1.0,cauc,yes,northeast,no,284.9
9,41.0,cauc,yes,northeast,no,356.13
12,43.0,cauc,yes,northeast,no,446.13
15,2.0,cauc,yes,northeast,no,546.06
12,3.0,cauc,yes,northeast,no,379.87
13,-1.0,cauc,yes,northeast,no,189.93
15,11.0,cauc,yes,northeast,no,759.73
12,42.0,cauc,yes,northeast,no,493.83
18,17.0,cauc,yes,northeast,no,610.16
12,15.0,cauc,yes,northeast,no,1187.08
12,38.0,cauc,yes,northeast,no,712.25
13,30.0,cauc,yes,northeast,no,1068.38
16,2.0,cauc,yes,northeast,no,474.83
15,0.0,cauc,yes,northeast,yes,118.71
13,1.0,cauc,yes,northeast,no,289.65
12,3.0,afam,yes,northeast,no,244.54
16,38.0,cauc,yes,northeast,no,895.06
12,33.0,cauc,yes,northeast,no,522.32
10,2.0,cauc,yes,northeast,no,94.97
12,23.0,cauc,yes,northeast,no,261.16
15,-1.0,cauc,yes,northeast,no,617.28
18,23.0,cauc,yes,northeast,no,902.18
5,45.0,cauc,yes,northeast,no,830.96
14,1.0,cauc,yes,northeast,yes,290.12
14,17.0,cauc,yes,northeast,no,783.48
16,6.0,cauc,yes,northeast,no,740.74
15,0.0,cauc,yes,northeast,yes,226.34
14,1.0,cauc,yes,northeast,no,395.06
16,33.0,cauc,yes,northeast,no,664.77
16,18.0,cauc,yes,northeast,no,949.67
18,11.0,cauc,yes,northeast,no,1305.79
10,27.0,afam,yes,northeast,no,427.35
15,7.0,cauc,yes,northeast,no,641.03
18,7.0,cauc,yes,northeast,no,617.28
9,48.0,cauc,yes,northeast,no,569.8
18,32.0,cauc,yes,northeast,no,116.33
14,11.0,cauc,yes,northeast,no,617.28
12,17.0,afam,yes,northeast,yes,432.1
16,4.0,cauc,yes,northeast,no,854.7
12,17.0,cauc,yes,northeast,no,949.67
12,18.0,cauc,yes,northeast,no,735.99
16,4.0,cauc,yes,northeast,no,759.73
16,16.0,cauc,yes,northeast,no,782.29
13,24.0,cauc,yes,northeast,no,1080.25
12,23.0,cauc,yes,northeast,no,712.25
13,16.0,cauc,yes,northeast,no,432.1
11,13.0,cauc,yes,northeast,no,593.54
12,42.0,cauc,yes,northeast,no,925.93
14,40.0,cauc,yes,northeast,no,807.22
12,4.0,cauc,yes,northeast,no,641.03
18,29.0,cauc,yes,northeast,no,712.25
18,33.0,cauc,yes,northeast,no,877.97
12,4.0,cauc,yes,northeast,no,284.9
12,27.0,cauc,yes,northeast,no,664.77
12,12.0,cauc,yes,northeast,no,427.35
16,5.0,cauc,yes,northeast,no,474.83
13,22.0,cauc,yes,northeast,no,1009.02
14,0.0,cauc,yes,northeast,no,362.35
13,-1.0,cauc,yes,northeast,no,378.86
18,16.0,cauc,yes,northeast,no,712.25
12,6.0,cauc,yes,northeast,yes,316.56
15,37.0,cauc,yes,northeast,no,593.54
12,11.0,cauc,yes,northeast,no,474.83
18,3.0,cauc,yes,northeast,no,641.03
13,5.0,cauc,yes,northeast,no,550.81
12,12.0,cauc,yes,northeast,no,403.61
12,33.0,cauc,yes,northeast,no,854.7
16,13.0,cauc,yes,northeast,no,1068.38
16,10.0,cauc,yes,northeast,no,1305.79
16,19.0,cauc,yes,northeast,no,688.51
14,23.0,cauc,yes,northeast,no,411.52
16,28.0,cauc,yes,northeast,no,1187.08
18,16.0,cauc,yes,northeast,no,2374.15
16,18.0,cauc,yes,northeast,no,2374.15
12,16.0,cauc,yes,northeast,no,593.54
14,16.0,cauc,yes,northeast,no,902.18
14,10.0,cauc,yes,northeast,no,1020.89
18,12.0,cauc,yes,northeast,no,1590.69
18,25.0,cauc,yes,northeast,no,2374.15
14,0.0,cauc,yes,northeast,no,293.21
18,14.0,cauc,yes,northeast,no,866.57
18,16.0,cauc,yes,northeast,no,1685.66
16,13.0,cauc,yes,northeast,no,830.96
16,5.0,afam,yes,northeast,no,370.37
9,47.0,cauc,yes,northeast,yes,180.44
12,34.0,cauc,yes,northeast,no,857.08
12,44.0,cauc,yes,northeast,no,593.54
12,26.0,cauc,yes,northeast,no,830.96
13,10.0,cauc,yes,northeast,no,759.73
8,50.0,cauc,yes,northeast,no,261.16
16,17.0,cauc,yes,northeast,no,830.96
2,34.0,cauc,yes,northeast,no,807.22
0,50.0,cauc,yes,northeast,no,322.89
13,24.0,cauc,yes,northeast,no,878.44
14,0.0,cauc,yes,northeast,no,370.37
12,49.0,cauc,yes,northeast,yes,189.93
18,37.0,cauc,yes,northeast,yes,181.28
16,10.0,cauc,yes,northeast,no,854.7
12,45.0,cauc,yes,northeast,yes,663.77
12,6.0,cauc,yes,northeast,no,284.9
12,12.0,cauc,yes,northeast,no,284.9
8,42.0,cauc,yes,northeast,no,712.25
15,11.0,cauc,yes,northeast,no,273.03
12,1.0,cauc,yes,northeast,no,284.9
12,24.0,cauc,yes,northeast,no,830.96
12,6.0,cauc,yes,northeast,no,925.93
9,45.0,cauc,yes,northeast,no,546.06
18,23.0,cauc,yes,northeast,no,1780.63
16,31.0,cauc,yes,northeast,no,1780.63
12,13.0,cauc,yes,northeast,no,1234.57
12,7.0,cauc,yes,northeast,no,246.91
13,12.0,cauc,yes,northeast,no,641.03
16,36.0,cauc,yes,northeast,yes,149.64
17,7.0,cauc,yes,northeast,no,274.69
10,16.0,cauc,yes,northeast,no,688.51
13,41.0,cauc,yes,northeast,no,356.13
12,15.0,cauc,yes,northeast,no,593.54
12,47.0,cauc,yes,northeast,yes,830.96
18,7.0,cauc,yes,northeast,no,688.51
18,29.0,cauc,yes,northeast,no,783.48
18,7.0,cauc,yes,northeast,no,902.18
12,9.0,cauc,yes,northeast,no,1305.79
12,13.0,cauc,yes,northeast,no,783.48
15,5.0,cauc,yes,northeast,yes,277.78
14,27.0,cauc,yes,northeast,no,878.44
12,4.0,cauc,yes,northeast,no,522.32
12,1.0,cauc,yes,northeast,no,442.83
16,8.0,cauc,yes,northeast,no,578.7
18,10.0,cauc,yes,northeast,no,949.67
18,6.0,cauc,yes,northeast,no,1163.34
14,11.0,cauc,yes,northeast,no,830.96
12,9.0,cauc,yes,northeast,no,546.06
16,9.0,cauc,yes,northeast,no,1068.38
12,29.0,cauc,yes,northeast,no,593.54
13,3.0,cauc,yes,northeast,no,196.41
12,10.0,cauc,yes,northeast,no,712.25
16,10.0,cauc,yes,northeast,no,949.67
16,5.0,cauc,yes,northeast,no,878.44
16,2.0,cauc,yes,northeast,no,747.86
16,4.0,cauc,yes,northeast,no,997.15
12,15.0,cauc,yes,northeast,no,854.7
18,6.0,cauc,yes,northeast,no,712.25
14,32.0,cauc,yes,northeast,no,783.48
13,3.0,cauc,yes,northeast,no,296.3
12,9.0,cauc,yes,northeast,no,432.1
14,2.0,cauc,yes,northeast,yes,237.42
13,-1.0,cauc,yes,northeast,yes,160.49
12,51.0,cauc,yes,northeast,yes,56.79
14,-2.0,cauc,yes,northeast,yes,74.51
13,18.0,cauc,yes,northeast,no,673.12
16,8.0,cauc,yes,northeast,no,260.63
12,4.0,cauc,yes,northeast,no,830.96
18,14.0,cauc,yes,northeast,no,1210.83
18,5.0,cauc,yes,northeast,no,878.44
16,42.0,cauc,yes,northeast,no,1187.08
14,41.0,afam,yes,northeast,no,59.35
12,5.0,afam,yes,northeast,no,688.51
12,16.0,cauc,yes,northeast,no,688.51
16,14.0,cauc,yes,northeast,no,1020.89
18,17.0,cauc,yes,northeast,no,1424.5
16,2.0,cauc,yes,northeast,no,356.13
18,10.0,cauc,yes,northeast,no,1163.34
18,11.0,cauc,yes,northeast,no,1139.6
8,37.0,cauc,yes,northeast,no,742.57
16,10.0,cauc,yes,northeast,no,1020.89
14,14.0,cauc,yes,northeast,no,874.49
10,2.0,cauc,yes,northeast,yes,141.98
12,31.0,cauc,yes,northeast,no,864.2
14,2.0,cauc,yes,northeast,no,555.56
13,0.0,cauc,yes,northeast,no,617.28
13,0.0,cauc,yes,northeast,no,617.28
15,23.0,cauc,yes,northeast,no,902.18
12,16.0,cauc,yes,northeast,no,724.12
15,4.0,cauc,yes,northeast,no,617.28
12,6.0,cauc,yes,northeast,no,593.54
18,28.0,cauc,yes,northeast,no,878.44
15,35.0,cauc,yes,northeast,no,493.83
15,19.0,cauc,yes,northeast,no,1162.99
15,27.0,cauc,yes,northeast,no,561.17
14,24.0,cauc,yes,northeast,no,1068.38
18,33.0,cauc,yes,northeast,no,949.67
18,11.0,cauc,yes,northeast,no,1044.63
12,6.0,cauc,yes,northeast,no,641.03
16,44.0,cauc,yes,northeast,no,712.25
12,26.0,cauc,yes,northeast,no,370.37
16,13.0,afam,yes,northeast,no,1424.5
14,47.0,cauc,yes,northeast,yes,192.31
18,9.0,cauc,yes,northeast,no,617.28
12,51.0,cauc,yes,northeast,no,435.51
12,30.0,cauc,yes,northeast,no,522.32
18,21.0,cauc,yes,northeast,no,870.44
14,27.0,cauc,yes,northeast,no,1187.08
14,0.0,cauc,yes,northeast,no,409.65
12,22.0,cauc,yes,northeast,no,1471.98
18,14.0,cauc,yes,northeast,no,878.44
13,0.0,cauc,yes,northeast,yes,123.46
18,36.0,cauc,yes,northeast,no,2374.15
12,12.0,afam,yes,northeast,no,593.54
12,36.0,cauc,yes,northeast,no,759.73
12,0.0,cauc,yes,northeast,no,144.03
5,47.0,cauc,yes,northeast,no,726.22
12,11.0,cauc,yes,northeast,no,427.35
14,13.0,cauc,yes,northeast,no,593.54
12,33.0,cauc,yes,northeast,no,370.37
13,11.0,cauc,yes,northeast,no,724.12
18,37.0,cauc,yes,northeast,no,1092.12
18,21.0,cauc,yes,northeast,no,1388.89
12,21.0,cauc,yes,northeast,no,569.71
12,36.0,cauc,yes,northeast,no,522.32
12,5.0,cauc,yes,northeast,no,356.13
11,14.0,cauc,yes,northeast,no,522.32
13,8.0,cauc,yes,northeast,no,493.83
13,15.0,cauc,yes,northeast,no,854.7
13,24.0,cauc,yes,northeast,no,548.7
12,37.0,cauc,yes,northeast,no,616.1
11,50.0,cauc,yes,northeast,yes,197.06
17,28.0,cauc,yes,northeast,no,949.67
18,18.0,cauc,yes,northeast,no,1424.5
12,31.0,cauc,yes,northeast,no,949.67
17,13.0,cauc,yes,northeast,no,1068.38
18,45.0,cauc,yes,northeast,no,1139.6
18,18.0,cauc,yes,northeast,no,1661.92
18,27.0,cauc,yes,northeast,no,1187.08
12,41.0,cauc,yes,northeast,no,949.67
18,15.0,cauc,yes,northeast,no,949.67
17,21.0,cauc,yes,northeast,no,797.72
12,41.0,cauc,yes,northeast,no,890.31
16,18.0,cauc,yes,northeast,no,1092.12
12,12.0,cauc,yes,northeast,no,189.93
12,43.0,cauc,yes,northeast,no,569.8
16,15.0,cauc,yes,northeast,no,1590.69
16,4.0,cauc,yes,northeast,no,569.8
16,7.0,cauc,yes,northeast,no,712.25
16,5.0,cauc,yes,northeast,no,510.45
14,17.0,cauc,yes,northeast,no,1139.6
18,9.0,cauc,yes,northeast,no,949.67
12,29.0,cauc,yes,northeast,no,830.96
12,16.0,cauc,yes,northeast,no,593.54
15,10.0,cauc,yes,northeast,no,346.63
16,19.0,cauc,yes,northeast,no,1424.5
13,14.0,cauc,yes,northeast,no,313.39
12,50.0,cauc,yes,northeast,yes,166.19
15,3.0,cauc,yes,northeast,no,427.35
12,45.0,cauc,yes,northeast,no,370.37
16,1.0,cauc,yes,northeast,no,474.83
12,2.0,cauc,yes,northeast,yes,296.3
16,10.0,cauc,yes,northeast,no,959.16
18,4.0,cauc,yes,northeast,no,830.96
13,47.0,cauc,yes,northeast,yes,147.82
16,0.0,cauc,yes,northeast,no,168.72
16,25.0,cauc,yes,northeast,no,783.48
17,13.0,cauc,yes,northeast,no,2456.79
17,40.0,cauc,yes,northeast,no,1068.38
14,2.0,cauc,yes,northeast,yes,284.9
11,19.0,cauc,yes,northeast,no,795.61
18,1.0,cauc,yes,northeast,no,378.09
16,4.0,cauc,yes,northeast,no,735.99
17,45.0,cauc,yes,northeast,no,712.25
12,12.0,cauc,yes,northeast,no,237.42
16,3.0,afam,yes,northeast,yes,122.98
10,32.0,cauc,yes,northeast,no,712.25
12,7.0,cauc,yes,northeast,no,593.54
16,27.0,cauc,yes,northeast,no,2057.61
14,-1.0,cauc,yes,northeast,yes,320.99
16,15.0,cauc,yes,northeast,no,1305.79
8,19.0,cauc,yes,northeast,no,555.56
12,10.0,cauc,yes,northeast,no,652.9
12,24.0,cauc,yes,northeast,no,949.67
15,8.0,cauc,yes,northeast,no,712.25
12,10.0,cauc,yes,northeast,no,427.35
11,48.0,cauc,yes,northeast,no,368.0
13,20.0,afam,yes,northeast,no,522.32
18,17.0,cauc,yes,northeast,no,807.22
7,6.0,cauc,yes,northeast,no,617.28
14,18.0,cauc,yes,northeast,no,712.25
16,9.0,cauc,yes,northeast,no,949.67
14,38.0,cauc,yes,northeast,no,617.28
12,8.0,cauc,yes,northeast,yes,138.37
10,28.0,cauc,yes,northeast,no,590.45
12,37.0,cauc,yes,northeast,no,467.51
12,0.0,cauc,yes,northeast,no,297.04
12,0.0,cauc,yes,northeast,no,474.83
18,40.0,cauc,yes,northeast,no,1590.69
16,22.0,cauc,yes,northeast,no,1020.89
18,18.0,cauc,yes,northeast,no,1543.21
12,3.0,cauc,yes,northeast,no,308.64
12,22.0,cauc,yes,northeast,no,688.51
13,0.0,cauc,yes,northeast,yes,98.77
16,19.0,cauc,yes,northeast,no,795.35
14,39.0,cauc,yes,northeast,no,1046.77
15,8.0,cauc,yes,northeast,no,712.25
12,23.0,cauc,yes,northeast,no,546.06
18,32.0,cauc,yes,northeast,no,2136.75
18,10.0,cauc,yes,northeast,no,1424.5
18,17.0,cauc,yes,northeast,no,1211.18
14,11.0,cauc,yes,northeast,no,1424.5
12,13.0,cauc,yes,northeast,no,617.28
12,22.0,cauc,yes,northeast,no,949.67
12,32.0,cauc,yes,northeast,no,484.14
17,8.0,cauc,yes,northeast,no,1377.02
16,9.0,cauc,yes,northeast,no,712.25
12,5.0,cauc,yes,northeast,no,664.77
12,10.0,cauc,yes,northeast,no,415.48
16,6.0,cauc,yes,northeast,no,739.55
12,28.0,cauc,yes,northeast,no,949.67
15,8.0,cauc,yes,northeast,no,798.84
12,27.0,cauc,yes,northeast,no,474.83
14,38.0,cauc,yes,northeast,no,902.18
12,6.0,cauc,yes,northeast,no,474.83
18,36.0,cauc,yes,northeast,no,2374.15
18,2.0,cauc,yes,northeast,no,1265.43
14,8.0,cauc,yes,northeast,no,664.77
12,37.0,cauc,yes,northeast,no,546.06
13,13.0,cauc,yes,northeast,no,1014.25
16,11.0,cauc,yes,northeast,no,939.35
12,5.0,cauc,yes,northeast,no,498.58
12,1.0,cauc,yes,northeast,no,427.35
16,29.0,cauc,yes,northeast,no,949.67
18,15.0,cauc,yes,northeast,no,1543.21
14,-1.0,cauc,yes,northeast,no,246.91
12,8.0,cauc,yes,northeast,no,370.37
18,23.0,cauc,yes,northeast,no,1661.92
18,11.0,cauc,yes,northeast,no,1780.63
12,18.0,cauc,yes,northeast,no,469.14
15,5.0,cauc,yes,northeast,no,735.99
